State,APMC's,Commodity,Min Price,Modal Price,Max Price,Date
MADHYA PRADESH,BIAORA,SOYA-YELLOW,"3,320","4,310","4,410",10-09-2025
TAMIL NADU,KILPENNATHUR,MAIZE,"2,109","2,329","2,329",10-09-2025
MADHYA PRADESH,MANDSAUR,FENUGREEK (WHOLE),"3,610","4,301","5,000",10-09-2025
RAJASTHAN,ITAWA,MUSTARD,"6,100","6,927","7,026",10-09-2025
RAJASTHAN,NAGAR,MUSTARD,"6,336","6,546","7,062",10-09-2025
ANDHRA PRADESH,HINDUPUR,TAMARIND FLOWER,"8,000","8,500","9,000",10-09-2025
JAMMU AND KASHMIR,PULWAMA,PEAR,"5,000","5,000","5,000",10-09-2025
MADHYA PRADESH,VIDISHA,SOYA-YELLOW,"3,840","4,488","4,488",10-09-2025
RAJASTHAN,BEGU,MAIZE,"2,125","2,510","2,510",10-09-2025
RAJASTHAN,SIKAR,CUCUMBER,"1,000","1,400","1,800",10-09-2025
UTTAR PRADESH,ETAH,MAIZE HYBRID,"1,852","1,864","1,868",10-09-2025
HARYANA,GURGAON,APPLE,"6,655","9,000","9,546",10-09-2025
HARYANA,REWARI,TOMATO,780,"1,100","1,400",10-09-2025
UTTAR PRADESH,NOIDA APMC,POTATO,"1,320","1,420","1,460",10-09-2025
GUJARAT,DHANERA,MUSTARD,"6,275","6,340","6,425",10-09-2025
RAJASTHAN,IKLERA,SOYABEANS,"4,255","4,315","4,384",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,GARLIC,"2,500","2,500","2,500",10-09-2025
UTTAR PRADESH,MADHOGANJ,MAIZE-NEW,"2,080","2,100","2,180",10-09-2025
UTTAR PRADESH,TUNDLA,WHEAT,"2,590","2,640","2,650",10-09-2025
CHHATTISGARH,JAGDALPUR,TAMARIND-FRUIT,"4,700","4,790","4,850",10-09-2025
RAJASTHAN,KHAJUWALA,MUSTARD,"6,250","6,300","6,451",10-09-2025
TAMIL NADU,ULUNDURPETTAI,MAIZE,"2,083","2,324","2,331",10-09-2025
TELANGANA,ZAHEERABAD,URAD (BLACK GRAM),"2,816","4,550","6,856",10-09-2025
UTTAR PRADESH,ETAH,POTATO,805,815,835,10-09-2025
RAJASTHAN,UDAIPUR F AND V,GREEN CHILLI,"1,500","2,000","3,000",10-09-2025
UTTAR PRADESH,PRAYAGRAJ,POTATO,912,918,920,10-09-2025
UTTAR PRADESH,MAURANIPUR,WHITE PEAS,"3,050","3,050","3,050",10-09-2025
RAJASTHAN,BIKANER F AND V,APPLE,"4,430","4,440","4,500",10-09-2025
UTTAR PRADESH,RAMPUR,POTATO,990,"1,020","1,250",10-09-2025
RAJASTHAN,TIJARA,BAJRA,"1,500","1,850","1,990",10-09-2025
HARYANA,HANSI,MUSTARD,"6,900","6,900","6,900",10-09-2025
ODISHA,TALCHER,BEETROOT,"5,000","5,000","5,000",10-09-2025
ODISHA,TALCHER,DRUMSTICK,"5,600","5,600","5,600",10-09-2025
ODISHA,TALCHER,BANANA,"1,100","1,100","1,100",10-09-2025
ODISHA,TALCHER,BITTER GOURD,"5,200","5,200","5,200",10-09-2025
RAJASTHAN,BIKANER F AND V,BANANA,"2,580","2,600","2,600",10-09-2025
UTTAR PRADESH,AJUHA,WHEAT,"2,450","2,515","2,540",10-09-2025
UTTAR PRADESH,KHALILABAD,ONION,"1,550","1,550","1,550",10-09-2025
UTTARAKHAND,VIKASNAGAR,POTATO,"1,400","1,500","1,800",10-09-2025
GUJARAT,VADODARA,GREEN CHILLI,"2,050","2,100","2,200",10-09-2025
HARYANA,SIRSA,POTATO,900,950,"1,000",10-09-2025
ODISHA,NABARANGPUR,BOTTLE GOURD,"3,500","3,500","3,500",10-09-2025
RAJASTHAN,GOLUWALA,MUSTARD,"6,508","6,807","6,807",10-09-2025
UTTAR PRADESH,BANDA,WHITE PEAS,"3,200","3,250","3,250",10-09-2025
CHHATTISGARH,KURUD,PADDY-MAHAMAYA,"1,850","2,100","2,470",10-09-2025
HARYANA,SIRSA,APPLE,"4,500","5,500","6,000",10-09-2025
RAJASTHAN,NIMBAHERA,GARLIC,"2,052","3,400","7,200",10-09-2025
CHHATTISGARH,RAJNANDGAON,PADDY-SWARNAMASOORI,"1,900","1,965","2,170",10-09-2025
PUNJAB,BARNALA,POTATO,600,650,670,10-09-2025
RAJASTHAN,CHOMU F AND V,CHILLIES,"2,510","2,540","2,565",10-09-2025
UTTAR PRADESH,KANNAUJ,MAIZE YELLOW,"1,960","1,960","1,960",10-09-2025
UTTAR PRADESH,NAJIBABAD APMC,POTATO,890,920,930,10-09-2025
UTTARAKHAND,DEHRADUN,ONION,"2,300","2,300","2,300",10-09-2025
RAJASTHAN,KOTA,FENUGREEK (WHOLE),"4,211","4,211","4,711",10-09-2025
UTTAR PRADESH,BARABANKI,POTATO,"1,000","1,000","1,050",10-09-2025
UTTAR PRADESH,CHIBRAMAU,MAIZE,"2,000","2,000","2,000",10-09-2025
MADHYA PRADESH,KHARGONE,WHEAT,"2,597","2,597","2,700",10-09-2025
ODISHA,NABARANGPUR,PUMPKIN,"3,000","3,000","3,000",10-09-2025
MADHYA PRADESH,KAROND,WHEAT,"2,634","2,691","2,851",10-09-2025
MADHYA PRADESH,DATIA,WHEAT-HYBRID,"2,610","2,612","2,619",10-09-2025
UTTAR PRADESH,HAPUR,POTATO,"1,000","1,000","1,000",10-09-2025
RAJASTHAN,BHINMAL,GREEN CHILLI,"1,600","1,650","1,700",10-09-2025
RAJASTHAN,SRI MADHOPUR,BAJRA-HYBRID,"2,150","2,550","2,550",10-09-2025
UTTAR PRADESH,SHAHJAHANPUR,PADDY,"1,800","1,800","1,800",10-09-2025
MAHARASHTRA,MALKAPUR,ARHAR WHOLE / TUR (RED GRAM),"4,400","6,086","6,600",10-09-2025
UTTAR PRADESH,RAMPUR BILASPUR,GUAVA,500,600,800,10-09-2025
GUJARAT,RAJULA,COTTON,"7,060","7,060","7,420",10-09-2025
UTTAR PRADESH,HAPUR,PADDY,"3,200","3,200","3,300",10-09-2025
RAJASTHAN,KOTA F AND V,ONION RED,200,500,"1,200",10-09-2025
RAJASTHAN,SRI GANGANAGAR GRAIN,WHEAT,"2,550","2,676","2,880",10-09-2025
TAMIL NADU,ULUNDURPETTAI,PADDY(75 KG),"1,412","1,962","2,287",10-09-2025
RAJASTHAN,ANOOPGARH,MUSTARD,"6,000","6,530","6,661",10-09-2025
MADHYA PRADESH,ASHOKNAGAR,MUSTARD,"5,800","6,900","7,000",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,TINDA,"3,000","3,000","3,000",10-09-2025
RAJASTHAN,SIKAR,APPLE,"5,000","5,000","7,000",10-09-2025
RAJASTHAN,UDAIPUR F AND V,ONION,"1,000","1,300","1,600",10-09-2025
ODISHA,NABARANGPUR,IVY GOURD (KUNDRU),"4,000","4,000","4,000",10-09-2025
MAHARASHTRA,MANORA,TUR/ARHAR,"4,501","6,120","6,191",10-09-2025
UTTAR PRADESH,ATARRA APMC,ONION,"1,000","1,000","1,000",10-09-2025
UTTAR PRADESH,BHARUASUMERPUR,WHEAT,"2,530","2,530","2,540",10-09-2025
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KOLARAS,WHEAT,"2,590","2,630","2,640",10-09-2025
TAMIL NADU,TIRUVARUR,COTTON,"6,339","7,449","7,929",10-09-2025
TAMIL NADU,POLUR,PADDY CO 51(TN),"1,675","1,919","2,586",10-09-2025
RAJASTHAN,MAHUWA RJ,MUSTARD SEED,"6,800","6,890","6,890",10-09-2025
GUJARAT,NAVSARI APMC,POTATO,"1,500","1,500","1,500",10-09-2025
RAJASTHAN,UDAIPUR F AND V,CUCUMBER,"1,500","3,000","4,000",10-09-2025
RAJASTHAN,ANOOPGARH,WHEAT,"2,531","2,581","2,581",10-09-2025
RAJASTHAN,KHAIRTHAL,WHEAT,"2,505","2,600","2,600",10-09-2025
TELANGANA,NIZAMABAD,TURMERIC FINGER,"9,506","11,411","11,610",10-09-2025
UTTAR PRADESH,ATARRA APMC,PADDY LOCAL,"2,000","2,000","2,000",10-09-2025
CHHATTISGARH,DHAMTARI,SWARNA PADDY,"1,711","1,731","1,790",10-09-2025
MADHYA PRADESH,RATLAM,WHEAT,"2,771","2,876","2,912",10-09-2025
RAJASTHAN,ITAWA,CHANA (BENGAL GRAM),"5,056","5,217","5,610",10-09-2025
RAJASTHAN,UDAIPUR F AND V,LADY FINGER,"1,750","2,000","3,500",10-09-2025
RAJASTHAN,NAGOUR,CUMMIN,"14,500","16,000","18,000",10-09-2025
RAJASTHAN,JODHPUR F AND V,CUCUMBER,"1,900","3,000","3,000",10-09-2025
RAJASTHAN,MERTA CITY,MUSTARD,"4,501","5,946","6,728",10-09-2025
HARYANA,FARIDABAD,ONION,"1,400","1,400","1,500",10-09-2025
HARYANA,SIRSA,BANANA,"1,800","1,800","1,800",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,ARBI (COLACASIA),"1,500","1,500","1,500",10-09-2025
UTTARAKHAND,VIKASNAGAR,ONION,"1,500","1,500","1,600",10-09-2025
TELANGANA,KESAMUDRAM,PADDY RNR,"2,309","2,309","2,662",10-09-2025
TAMIL NADU,PUDUR,MAIZE-NEW,"2,495","2,495","2,495",10-09-2025
CHHATTISGARH,KURUD,SWARNA PADDY,"1,900","2,054","2,059",10-09-2025
MADHYA PRADESH,VIDISHA,CHANA (BENGAL GRAM)-DESI,"5,496","5,922","5,922",10-09-2025
MADHYA PRADESH,TIMARNI,WHEAT,"2,598","2,675","2,751",10-09-2025
ODISHA,JAGATSINGHPUR,PUMPKIN,"1,000","1,000","1,000",10-09-2025
RAJASTHAN,BARODAMEV,MUSTARD,"6,301","6,530","7,046",10-09-2025
HARYANA,SIRSA,GUAR SEEDS,"4,200","4,480","4,600",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,MOUSAMBI,"1,500","1,500","1,500",10-09-2025
UTTAR PRADESH,CHARRA,MAIZE,"2,080","2,080","2,081",10-09-2025
RAJASTHAN,BHINMAL,CUCUMBER,800,800,900,10-09-2025
TELANGANA,TIRUMALGIRI,GREEN GRAM,"2,028","4,600","6,142",10-09-2025
RAJASTHAN,BHARATPUR,WHEAT,"2,568","2,590","2,620",10-09-2025
TAMIL NADU,SIVAGIRI,GROUNDNUT KERNEL_80 KG(TN),"4,769","6,619","7,289",10-09-2025
UTTAR PRADESH,GHAZIABAD,CUCUMBER,940,940,970,10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,POMEGRANATE,"5,000","5,000","5,000",10-09-2025
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KHURAI,WHEAT,"2,581","2,651","3,244",10-09-2025
TELANGANA,TANDUR,GREEN GRAM,"3,555","6,155","6,975",10-09-2025
GUJARAT,PALANPUR,BAJRA,"2,305","2,350","2,365",10-09-2025
ODISHA,KAMAKHYANAGAR,PUMPKIN,"2,050","2,050","2,050",10-09-2025
RAJASTHAN,NIWAI,WHEAT,"2,510","2,567","2,572",10-09-2025
UTTAR PRADESH,GOLAGOKARNATH,PADDY,"1,699","1,700","1,700",10-09-2025
ANDHRA PRADESH,GUNTUR,CHILLI-BADIGI A/C,"7,500","9,000","13,000",10-09-2025
RAJASTHAN,BARODAMEV,BAJRA,"1,421","1,971","2,131",10-09-2025
RAJASTHAN,SRIGANGANAGAR F AND V,BANANA,"3,200","3,200","3,200",10-09-2025
MADHYA PRADESH,PIPARIYA,GREEN GRAM,"3,500","7,550","8,101",10-09-2025
UTTAR PRADESH,GORAKHPUR,SPONGE GOURD,710,710,720,10-09-2025
ODISHA,KENDRAPARA,PUMPKIN,"1,000","1,000","1,000",10-09-2025
RAJASTHAN,SANGARIYA,MUSTARD,"6,572","6,648","6,835",10-09-2025
ANDHRA PRADESH,PUNGANUR,TOMATO,"1,000","1,200","1,400",10-09-2025
UTTAR PRADESH,KHALILABAD,TOMATO,"1,600","1,800","1,800",10-09-2025
UTTAR PRADESH,KANPUR,WHEAT,"2,452","2,452","2,461",10-09-2025
GUJARAT,PATAN,CASTOR SEED,"6,350","6,475","6,550",10-09-2025
RAJASTHAN,AJMER F AND V,BANANA,"2,800","2,808","2,812",10-09-2025
UTTAR PRADESH,FARRUKHABAD,MAIZE,"1,960","1,985","1,990",10-09-2025
TAMIL NADU,PETHAPPAMPATTI,MAIZE,"2,000","2,000","2,000",10-09-2025
ANDHRA PRADESH,GUNTUR,CHILLI-341,"6,500","7,500","12,500",10-09-2025
RAJASTHAN,CHABRA,GARLIC,"2,400","2,600","6,200",10-09-2025
RAJASTHAN,NAGOUR,MOONG WHOLE (GREEN GRAM),"6,940","7,325","7,852",10-09-2025
RAJASTHAN,SADULSHAHAR,WHEAT,"2,530","2,574","2,574",10-09-2025
MAHARASHTRA,BARSHI,MOONG WHOLE (GREEN GRAM),"6,530","6,840","7,050",10-09-2025
ANDHRA PRADESH,KURNOOL,REDGRAM-RED,"3,497","6,340","6,340",10-09-2025
RAJASTHAN,NADBAI,WHEAT,"2,520","2,570","2,585",10-09-2025
TAMIL NADU,KALLAKURICHI,MAIZE,"2,176","2,317","2,329",10-09-2025
TELANGANA,ZAHEERABAD,GREEN GRAM,"2,021","4,061","8,805",10-09-2025
PUNJAB,HOSHIYARPUR,POTATO,280,550,550,10-09-2025
RAJASTHAN,UDAIPUR F AND V,PAPAYA,"1,500","1,500","1,500",10-09-2025
UTTAR PRADESH,MOHAMADABAD APMC,MAIZE-NEW,"2,125","2,150","2,150",10-09-2025
HARYANA,HANSI,POTATO,"1,200","1,200","3,500",10-09-2025
CHHATTISGARH,BHATAPARA,PADDY-JAI SRIRAM,"2,091","3,330","3,330",10-09-2025
HARYANA,PANIPAT,APPLE -RICH RED LARGE,"3,500","4,200","5,500",10-09-2025
ODISHA,ATTABIRA,BRINJAL,"2,900","2,900","2,900",10-09-2025
RAJASTHAN,DEGANA,GUAR SEEDS,"2,700","4,700","4,800",10-09-2025
RAJASTHAN,JHALRAPATAN,SOYABEANS,"4,200","4,240","4,541",10-09-2025
ODISHA,KENDRAPARA,BRINJAL,"3,500","4,000","4,000",10-09-2025
UTTAR PRADESH,BINDIKI,WHEAT,"2,570","2,580","2,582",10-09-2025
ANDHRA PRADESH,YEMMIGANUR,CASTOR SEED,"5,612","6,029","6,139",10-09-2025
ODISHA,KENDRAPARA,POINTED GOURD (PARWAL),"3,500","3,800","3,800",10-09-2025
HARYANA,SIWANI,GUAR SEEDS,"5,005","5,005","5,005",10-09-2025
PUNJAB,ROPAR,POTATO,"1,000","1,000","1,200",10-09-2025
ODISHA,KENDRAPARA,BITTER GOURD,"3,500","4,000","4,000",10-09-2025
UTTAR PRADESH,BHARUASUMERPUR,WHITE PEAS,"3,200","3,240","3,260",10-09-2025
MADHYA PRADESH,BINA,CHANA GRAM,"4,126","5,780","5,875",10-09-2025
TELANGANA,SURYAPETA,GREEN GRAM,"2,020","5,625","6,869",10-09-2025
PUNJAB,SANGRUR,PADDY-BASMATI1509,"2,900","3,351","3,351",10-09-2025
JAMMU AND KASHMIR,SHOPIAN,PEAR,"5,200","5,200","5,400",10-09-2025
RAJASTHAN,AJMER F AND V,GINGER,"5,500","5,502","5,512",10-09-2025
UTTAR PRADESH,MUSKERA,WHITE PEAS,"3,200","3,200","3,200",10-09-2025
UTTARAKHAND,KHATIMA,POTATO,"1,100","1,100","1,100",10-09-2025
HARYANA,SIRSA,CHANA (BENGAL GRAM)-DESI,"5,411","5,980","6,000",10-09-2025
UTTAR PRADESH,KAIMGANJ,MAIZE-NEW,"2,005","2,015","2,015",10-09-2025
MADHYA PRADESH,KHATEGAON,WHEAT,"2,585","2,627","2,660",10-09-2025
UTTAR PRADESH,MEERUT,POTATO,"1,000","1,000","1,200",10-09-2025
MAHARASHTRA,ANJANGAON SURJI,WHEAT,"2,158","2,789","3,652",10-09-2025
ODISHA,KAMAKHYANAGAR,RAW BANANA,"1,800","1,800","1,800",10-09-2025
RAJASTHAN,CHAKSU,MUSTARD,"6,425","6,993","7,140",10-09-2025
RAJASTHAN,DEOLI,WHEAT,"2,530","2,571","2,604",10-09-2025
UTTARAKHAND,HALDWANI,CABBAGE,920,920,"1,000",10-09-2025
ANDHRA PRADESH,GUNTUR,CHILLI-5,"8,800","8,800","12,000",10-09-2025
RAJASTHAN,BIKANER F AND V,COCONUT,48,55,60,10-09-2025
TELANGANA,WARANGAL,MAIZE BILT,"2,280","2,320","2,320",10-09-2025
HARYANA,FARIDABAD,TOMATO,"1,800","1,800","1,800",10-09-2025
RAJASTHAN,BARAN,PADDY LOCAL,"2,350","2,801","2,876",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,LADY FINGER,"2,500","2,500","2,500",10-09-2025
RAJASTHAN,UDAIPUR F AND V,RIDGE GOURD (TURAI),"2,000","4,000","4,000",10-09-2025
GUJARAT,JAMNAGAR,CUMMIN,"17,250","17,650","17,775",10-09-2025
MADHYA PRADESH,HARDA,CHANA BENGAL GRAM-DOLLAR,"6,199","8,549","8,549",10-09-2025
MAHARASHTRA,BARSHI,SOYABEANS,"3,575","4,040","4,040",10-09-2025
RAJASTHAN,BHINMAL,TINDA,550,600,650,10-09-2025
UTTAR PRADESH,CHARRA,BAJRA,"2,250","2,250","2,251",10-09-2025
ODISHA,GUNUPUR,CUSTARD APPLE,"5,200","5,200","5,200",10-09-2025
GUJARAT,UNAVA APMC,CASTOR SEED,"6,490","6,525","6,535",10-09-2025
TAMIL NADU,VIRUDHACHALAM,GINGELLY_80 KG(TN),"1,299","12,813","12,813",10-09-2025
TAMIL NADU,THIYAGADURGAM,PADDY(75 KG),"1,772","1,866","2,000",10-09-2025
MADHYA PRADESH,CHAURAI,WHEAT,"2,646","2,646","2,649",10-09-2025
UTTARAKHAND,NANAKMATTA,PADDY COMMON,"2,000","2,000","2,000",10-09-2025
MAHARASHTRA,JALNA,BAJRA,"2,530","2,555","2,700",10-09-2025
UTTAR PRADESH,AMROHA APMC,POTATO,800,800,810,10-09-2025
RAJASTHAN,PADAMPUR,WHEAT,"2,540","2,568","2,600",10-09-2025
TAMIL NADU,VILLUPURAM,BAJRA-LOCAL,"2,169","2,865","2,865",10-09-2025
TELANGANA,NARAYANPET,GREEN GRAM,"3,511","3,689","8,381",10-09-2025
RAJASTHAN,AJMER F AND V,GREEN CHILLI,"2,200","2,222","2,244",10-09-2025
RAJASTHAN,DEI,WHEAT,"2,595","2,634","2,635",10-09-2025
HIMACHAL PRADESH,FRUIT MANDI SOLAN,GARLIC,"10,000","10,000","10,000",10-09-2025
RAJASTHAN,NAGOUR,ISBGOL (PSYLLIUM HUSK),"9,000","10,100","10,950",10-09-2025
MADHYA PRADESH,PIPARIYA,ARHAR WHOLE / TUR (RED GRAM),"5,050","5,700","6,100",10-09-2025
TAMIL NADU,BUDALUR,PADDY BPT,"2,500","2,500","2,500",10-09-2025
MADHYA PRADESH,ASHOKNAGAR,SOYABEANS,"4,100","4,100","4,500",10-09-2025
RAJASTHAN,GANGAPUR CITY,WHEAT,"2,475","2,480","2,571",10-09-2025
HARYANA,HANSI,APPLE,"6,000","7,000","15,000",10-09-2025
MADHYA PRADESH,TIKAMGARH,URAD (BLACK GRAM),"4,150","4,250","4,500",10-09-2025
UTTAR PRADESH,MAHOBA,CHANA (BENGAL GRAM)-DESI,"5,260","5,350","5,600",10-09-2025
RAJASTHAN,CHOMU F AND V,TOMATO,"2,310","2,310","2,360",10-09-2025
RAJASTHAN,NOKHA,ISBGOL (PSYLLIUM HUSK),"9,900","9,900","11,300",10-09-2025
RAJASTHAN,CHOMU F AND V,CUCUMBER,"2,010","2,040","2,085",10-09-2025
RAJASTHAN,HINDOUN,BAJRA,"2,200","2,240","2,240",10-09-2025
RAJASTHAN,LOONKARANSAR,GUAR SEEDS,"4,760","4,841","4,886",10-09-2025
RAJASTHAN,CHAKSU,WHEAT,"2,525","2,550","2,614",10-09-2025
HIMACHAL PRADESH,KANGRA,LADY FINGER,"5,000","5,000","5,500",10-09-2025
RAJASTHAN,BIKANER GRAIN,MUSTARD,"5,501","5,501","5,551",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,CABBAGE,"1,500","1,500","1,500",10-09-2025
TAMIL NADU,KULASEKHARAM,BANANA STEM,125,125,125,10-09-2025
UTTAR PRADESH,MILAK,WHEAT,"2,500","2,500","2,520",10-09-2025
UTTARAKHAND,HARIDWAR,ONION,"1,540","1,550","1,550",10-09-2025
HARYANA,FARIDABAD,APPLE,"3,000","4,000","4,000",10-09-2025
HARYANA,SOHNA,MILLET,"1,660","2,000","2,000",10-09-2025
CHHATTISGARH,RAIPUR,PADDY-MTU 1010,"1,700","1,841","1,841",10-09-2025
MADHYA PRADESH,KAROND,SOYA-YELLOW,"3,760","4,229","4,466",10-09-2025
RAJASTHAN,SIKAR,PUMPKIN,700,700,"1,200",10-09-2025
RAJASTHAN,CHOTTISADRI,WHEAT,"2,642","2,675","2,820",10-09-2025
TAMIL NADU,VILLUPURAM,PADDY(75 KG),"1,786","1,844","2,066",10-09-2025
UTTARAKHAND,HARIDWAR,CUCUMBER,930,930,930,10-09-2025
HARYANA,PANIPAT,PADDY-BASMATI1509,"3,111","3,111","3,225",10-09-2025
UTTARAKHAND,HARIDWAR,TOMATO,"1,640","1,650","1,650",10-09-2025
RAJASTHAN,BARMER,PAPAYA,"3,230","3,230","3,230",10-09-2025
RAJASTHAN,KESRISINGHPUR,WHEAT,"2,466","2,585","2,585",10-09-2025
ODISHA,JEYPORE,GREEN CHILLI,"7,000","7,000","7,000",10-09-2025
RAJASTHAN,AJMER F AND V,PAPAYA,"2,100","2,104","2,104",10-09-2025
UTTAR PRADESH,JAHANGIRABAD,PADDY,"2,651","2,651","2,651",10-09-2025
GUJARAT,NAVSARI APMC,TOMATO,"1,800","1,800","1,800",10-09-2025
CHHATTISGARH,SARAIPALI,PADDY-MTU1001,"1,840","1,850","1,850",10-09-2025
GUJARAT,IDAR APMC,MAIZE,"2,350","2,390","2,390",10-09-2025
UTTAR PRADESH,PILIBHIT,ONION,"1,500","1,505","1,510",10-09-2025
MAHARASHTRA,NAGPUR,WHEAT,"2,616","2,676","2,724",10-09-2025
GUJARAT,JASDAN,CUMMIN,"17,815","18,000","18,600",10-09-2025
RAJASTHAN,BARAN,CHANA (BENGAL GRAM),"4,700","5,069","5,420",10-09-2025
TAMIL NADU,DESUR,PADDY ADT-37(TN),"1,692","2,259","2,259",10-09-2025
MAHARASHTRA,RISOD,SOYABEANS,"4,250","4,740","4,800",10-09-2025
UTTAR PRADESH,KOPAGANJ,BANANA,"1,020","1,050","1,050",10-09-2025
UTTAR PRADESH,POWAYAN,PADDY,"1,905","1,905","1,910",10-09-2025
MAHARASHTRA,KARANJA,SOYABEANS,"3,595","4,260","4,260",10-09-2025
RAJASTHAN,BHINMAL,BHINDI (LADIES FINGER),"1,600","1,700","1,750",10-09-2025
TAMIL NADU,SANKARAPURAM,MAIZE,"2,150","2,319","2,319",10-09-2025
HARYANA,ELLANABAD,POTATO,400,800,"1,000",10-09-2025
ODISHA,JATNI,RAW BANANA,"1,750","1,750","1,750",10-09-2025
TELANGANA,HYDERABAD,CHILLIES,"10,500","13,300","15,301",10-09-2025
RAJASTHAN,SRIGANGANAGAR F AND V,CUCUMBER,"1,500","1,500","1,500",10-09-2025
JAMMU AND KASHMIR,PARIMPORA SGR,PEAR,"5,000","5,000","5,000",10-09-2025
RAJASTHAN,NAWALGARH,WHEAT,"2,500","2,500","2,500",10-09-2025
UTTARAKHAND,HARIDWAR,GREEN CHILLI,"1,540","1,540","1,540",10-09-2025
RAJASTHAN,BHAGAT KI KOTHI,MOONG WHOLE (GREEN GRAM),"6,400","6,400","6,400",10-09-2025
RAJASTHAN,BHINMAL,BOTTLE GOURD,550,600,700,10-09-2025
RAJASTHAN,ITAWA,FENUGREEK (WHOLE),"4,076","4,076","4,700",10-09-2025
GUJARAT,IDAR APMC,WHEAT,"2,680","2,680","2,895",10-09-2025
MADHYA PRADESH,PIPARIYA,CHANA (BENGAL GRAM)-DESI,"5,100","5,660","5,830",10-09-2025
UTTAR PRADESH,CHIBRAMAU,POTATO,700,700,700,10-09-2025
HARYANA,HANSI,TOMATO,"3,000","3,000","4,000",10-09-2025
RAJASTHAN,BIKANER F AND V,GREEN CHILLI,"1,930","1,960","2,000",10-09-2025
RAJASTHAN,KESRISINGHPUR,MUSTARD,"6,221","6,545","6,593",10-09-2025
ODISHA,JEYPORE,CAULIFLOWER,"5,500","5,500","5,500",10-09-2025
UTTAR PRADESH,SHAHJAHANPUR,POTATO,"1,000","1,000","1,000",10-09-2025
ODISHA,BALASORE,CABBAGE,"5,000","5,000","5,000",10-09-2025
RAJASTHAN,BARMER,ONION,"1,920","1,920","1,920",10-09-2025
RAJASTHAN,BIKANER F AND V,GARLIC,"4,950","5,000","5,000",10-09-2025
TAMIL NADU,VADASERY,COCONUT COIR_DECORTICATED FIBR,150,150,150,10-09-2025
CHHATTISGARH,RAJNANDGAON,SOYABEANS,"4,000","4,000","4,100",10-09-2025
HARYANA,DABWALI,POTATO,525,"1,000","1,000",10-09-2025
ODISHA,JATNI,CAULIFLOWER,"2,260","2,260","2,260",10-09-2025
MAHARASHTRA,CHALISGAON,MAIZE,"1,337","1,351","2,110",10-09-2025
RAJASTHAN,CHABRA,WHEAT,"2,588","2,684","2,684",10-09-2025
MADHYA PRADESH,JABALPUR,MASOOR,"4,100","6,150","6,300",10-09-2025
ODISHA,JATNI,PUMPKIN,"1,600","1,600","1,600",10-09-2025
ODISHA,JEYPORE,POINTED GOURD (PARWAL),"4,200","4,200","4,200",10-09-2025
RAJASTHAN,BIKANER GRAIN,WHEAT,"2,520","2,880","2,880",10-09-2025
UTTAR PRADESH,BULANDSHAHAR,POTATO,850,850,860,10-09-2025
UTTARAKHAND,VIKASNAGAR,CAULIFLOWER,"1,400","1,500","1,800",10-09-2025
MAHARASHTRA,BARSHI,URAD DAAL,"5,870","6,000","6,000",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,CAPSICUM,"5,000","5,000","5,000",10-09-2025
TELANGANA,TIRUMALGIRI,MAIZE,"1,701","1,701","1,950",10-09-2025
RAJASTHAN,BARMER,BANANA,"2,330","2,330","2,330",10-09-2025
RAJASTHAN,MAHUWA RJ,WHEAT,"2,450","2,500","2,500",10-09-2025
HARYANA,PANIPAT,BANANA,"2,100","2,400","2,400",10-09-2025
ODISHA,JATNI,PAPAYA,"1,700","1,700","1,700",10-09-2025
RAJASTHAN,ITAWA,CORIANDER WHOLE,"5,775","6,760","7,126",10-09-2025
RAJASTHAN,UDAIPUR F AND V,LEMON,"1,500","2,500","3,500",10-09-2025
UTTAR PRADESH,NOIDA APMC,GREEN CHILLI,"2,240","2,510","2,550",10-09-2025
RAJASTHAN,CHOTTISADRI,GARLIC,"1,501","3,241","9,501",10-09-2025
TELANGANA,KHAMMAM,COTTON-BAGS,"4,500","6,900","7,475",10-09-2025
UTTAR PRADESH,BADAUN,POTATO,720,720,720,10-09-2025
UTTAR PRADESH,HATHRAS,MAIZE YELLOW,"1,910","1,910","2,050",10-09-2025
UTTAR PRADESH,JALALABAD APMC,MAIZE,"2,100","2,100","2,100",10-09-2025
UTTARAKHAND,ROORKEE,TOMATO,"1,200","1,300","1,300",10-09-2025
CHHATTISGARH,BHATAPARA,PADDY-VISHNUBHOG,"4,950","7,000","7,800",10-09-2025
ODISHA,BALASORE,TOMATO,"4,000","4,000","4,000",10-09-2025
TELANGANA,TANDUR,URAD (BLACK GRAM),"4,006","4,059","6,669",10-09-2025
RAJASTHAN,UDAIPUR F AND V,BITTER GOURD,"1,750","2,750","3,000",10-09-2025
