State,APMC's,Commodity,Min Price,Modal Price,Max Price,Date
UTTARAKHAND,JASPUR,CUCUMBER,"1,100","1,100","1,100",10-09-2025
UTTARAKHAND,JASPUR,BRINJAL,"1,200","1,200","1,200",10-09-2025
UTTARAKHAND,JASPUR,RIDGE GOURD (TURAI),"1,400","1,400","1,400",10-09-2025
UTTARAKHAND,KHATIMA,RIDGE GOURD (TURAI),"1,400","1,400","1,400",10-09-2025
UTTARAKHAND,RAMNAGAR,RIDGE GOURD (TURAI),"1,600","1,600","1,600",10-09-2025
UTTARAKHAND,RISHIKESH,BITTER GOURD,"1,455","1,455","1,455",10-09-2025
UTTARAKHAND,RISHIKESH,BOTTLE GOURD,"1,480","1,480","1,480",10-09-2025
UTTARAKHAND,RISHIKESH,ARBI (COLACASIA),"2,100","2,100","2,100",10-09-2025
UTTARAKHAND,SITARGANJ,RIDGE GOURD (TURAI),"1,800","1,800","1,800",10-09-2025
WEST BENGAL,NAKASHIPARA KRISHAK BAZAR,TUBEROSE,"18,150","18,200","18,200",10-09-2025
GUJARAT,DHARI,GINGILY (SESAME SEED)- WHITE,"7,450","7,450","7,450",10-09-2025
GUJARAT,DHARI,SOYABEANS,"3,935","3,935","3,935",10-09-2025
GUJARAT,KAPADWANJ,WHEAT,"2,580","2,600","2,600",10-09-2025
GUJARAT,VISAVADAR,CHANA BENGAL GRAM-DOLLAR,"4,860","4,860","4,860",10-09-2025
HARYANA,BARWALA HISAR,CAPSICUM,"7,000","7,000","7,000",10-09-2025
HARYANA,BARWALA HISAR,LEMON,"5,000","5,000","5,000",10-09-2025
HARYANA,BARWALA HISAR,SPINACH (PALAK),"3,000","3,000","3,000",10-09-2025
HARYANA,BARWALA HISAR,GINGER,"10,000","10,000","10,000",10-09-2025
HARYANA,BARWALA PANCHKULA APMC,PEAS GREEN,"10,000","10,000","10,000",10-09-2025
HARYANA,BARWALA PANCHKULA APMC,GINGER,"5,000","5,000","5,000",10-09-2025
HARYANA,BARWALA PANCHKULA APMC,LEMON,"5,000","5,000","5,000",10-09-2025
HARYANA,BARWALA PANCHKULA APMC,CORIANDAR,"8,000","8,000","8,000",10-09-2025
HARYANA,CH DADRI,GRAPES,"14,000","14,000","14,000",10-09-2025
HARYANA,CH DADRI,PINE APPLE,"4,000","5,000","5,000",10-09-2025
HARYANA,CH DADRI,CARROT,"3,000","3,000","3,000",10-09-2025
HARYANA,CH DADRI,LEMON,"4,000","4,000","4,000",10-09-2025
HARYANA,CHHACHHRAULI,GINGER,"5,000","5,000","5,000",10-09-2025
HARYANA,CHHACHHRAULI,GREEN CHILLI,"4,000","5,500","5,500",10-09-2025
HARYANA,CHHACHHRAULI,BANANA OTHERS,"3,300","3,300","3,300",10-09-2025
HARYANA,DABWALI,GRAPES,"17,163","17,163","17,163",10-09-2025
HARYANA,DABWALI,CAPSICUM,"3,500","3,500","3,500",10-09-2025
HARYANA,DABWALI,CORIANDER,"8,000","8,000","8,000",10-09-2025
HARYANA,DABWALI,LEMON,"4,500","4,500","4,500",10-09-2025
HARYANA,DABWALI,CHIKOOS,"6,448","6,448","6,448",10-09-2025
HARYANA,DABWALI,SWEET CORN,"2,000","2,000","2,000",10-09-2025
HARYANA,ELLANABAD,GINGER,"3,500","4,000","4,000",10-09-2025
HARYANA,ELLANABAD,BRINJAL,"2,500","2,500","2,500",10-09-2025
HARYANA,ELLANABAD,CAPSICUM,"4,500","5,500","5,500",10-09-2025
HARYANA,ELLANABAD,PLUM,"4,500","4,500","4,500",10-09-2025
HARYANA,ELLANABAD,POINTED GOURD (PARWAL),"2,500","2,500","2,500",10-09-2025
HARYANA,ELLANABAD,SPINACH (PALAK),"1,000","1,000","1,000",10-09-2025
HARYANA,ELLANABAD,GRAPES,"18,000","18,000","18,000",10-09-2025
HARYANA,FARIDABAD,GRAPES,"7,500","7,500","7,500",10-09-2025
HARYANA,FARIDABAD,GINGER,"3,500","3,500","3,500",10-09-2025
HARYANA,FARIDABAD,CARROT,"1,800","1,800","1,800",10-09-2025
HARYANA,FARIDABAD,LEMON,"3,500","3,500","3,500",10-09-2025
HARYANA,FEROZPUR JHIRKA APMC,LEMON,"3,000","3,000","3,000",10-09-2025
HARYANA,FEROZPUR JHIRKA APMC,CHILLI-DESI,"3,000","3,000","3,000",10-09-2025
HARYANA,FEROZPUR JHIRKA APMC,GINGER,"5,000","5,000","5,000",10-09-2025
HARYANA,FEROZPUR JHIRKA APMC,ARBI (COLACASIA),"2,000","2,000","2,000",10-09-2025
HARYANA,FEROZPUR JHIRKA APMC,RADDISH,"1,200","1,200","1,200",10-09-2025
HARYANA,HANSI,PEAS GREEN,"15,000","15,000","15,000",10-09-2025
HARYANA,LADWA,LADY FINGER,650,650,650,10-09-2025
HARYANA,LADWA,BRINJAL,680,680,680,10-09-2025
HARYANA,NARAINGARH APMC,BITTER GOURD,"4,000","4,000","4,000",10-09-2025
HARYANA,NARAINGARH APMC,CARROT,"2,000","2,000","2,000",10-09-2025
HARYANA,NARAINGARH APMC,FRENCH BEAN,"7,000","7,000","7,000",10-09-2025
HARYANA,NARAINGARH APMC,PUMPKIN,"1,000","1,000","1,000",10-09-2025
HARYANA,PANIPAT,PEAR,"1,050","1,050","1,050",10-09-2025
HARYANA,PANIPAT,WATER MELON,950,950,950,10-09-2025
HARYANA,PUNDRI,SPINACH (PALAK),"1,900","1,900","1,900",10-09-2025
HARYANA,SADHAURA APMC,ARBI (COLACASIA),"2,000","2,000","2,000",10-09-2025
HARYANA,SADHAURA APMC,BANANA,"3,000","3,000","3,000",10-09-2025
HARYANA,SADHAURA APMC,GINGER,"4,000","4,000","4,000",10-09-2025
HARYANA,SADHAURA APMC,CAPSICUM,"5,000","5,000","5,000",10-09-2025
HARYANA,SHAHZADPUR APMC,LADY FINGER,"3,000","3,000","3,000",10-09-2025
HARYANA,SHAHZADPUR APMC,ONION,"1,000","1,000","1,000",10-09-2025
HARYANA,SHAHZADPUR APMC,PUMPKIN,"1,500","1,500","1,500",10-09-2025
HARYANA,SHAHZADPUR APMC,BOTTLE GOURD,"3,000","3,000","3,000",10-09-2025
HARYANA,SHAHZADPUR APMC,ARBI (COLACASIA),"3,000","3,000","3,000",10-09-2025
HARYANA,SIRSA,CORIANDER,"2,600","3,000","3,000",10-09-2025
HARYANA,SIRSA,ORANGE,"3,800","3,800","3,800",10-09-2025
HARYANA,SIWAN,BRINJAL,"1,700","1,700","1,700",10-09-2025
HARYANA,SOHNA,GINGER,"5,000","5,000","5,000",10-09-2025
HARYANA,SOHNA,POINTED GOURD (PARWAL),"2,500","2,500","2,500",10-09-2025
HARYANA,TAURU APMC,ARBI (COLACASIA),"3,000","3,000","3,000",10-09-2025
HARYANA,TAURU APMC,GREEN CHILLI,"3,000","3,000","3,000",10-09-2025
HARYANA,TAURU APMC,LADY FINGER,"3,000","3,000","3,000",10-09-2025
HARYANA,THANESAR,PEAR,"6,000","6,000","6,000",10-09-2025
HIMACHAL PRADESH,BAIJNATH,CORIANDAR,"25,000","25,000","25,000",10-09-2025
HIMACHAL PRADESH,BAIJNATH,CUCUMBER,"4,200","4,200","4,200",10-09-2025
HIMACHAL PRADESH,BAIJNATH,BOTTLE GOURD,"6,100","6,100","6,100",10-09-2025
HIMACHAL PRADESH,BAIJNATH,GREEN CHILLI,"5,300","5,300","5,300",10-09-2025
HIMACHAL PRADESH,CHAMBA,CAPSICUM,"4,200","4,200","4,200",10-09-2025
HIMACHAL PRADESH,DHARAMSHALA,CAULIFLOWER,"6,000","6,000","6,000",10-09-2025
HIMACHAL PRADESH,KANGRA,CUCUMBER,"3,500","3,500","3,500",10-09-2025
HIMACHAL PRADESH,UNA,PEAS GREEN,"15,000","15,000","15,000",10-09-2025
MADHYA PRADESH,BERASIA,MOONG WHOLE (GREEN GRAM),"3,550","3,550","3,550",10-09-2025
PUDUCHERRY,THATTANCHAVADY,PADDY ADT-45(TN),"1,867","1,867","1,867",10-09-2025
RAJASTHAN,AABU ROAD,BOTTLE GOURD,"3,000","3,000","3,000",10-09-2025
RAJASTHAN,AABU ROAD,ARBI (COLACASIA),"1,800","1,800","1,800",10-09-2025
RAJASTHAN,AABU ROAD,RADDISH,"3,000","3,000","3,000",10-09-2025
RAJASTHAN,AABU ROAD,CUSTARD APPLE,"6,000","6,000","6,000",10-09-2025
RAJASTHAN,AABU ROAD,MINT LEAVES,"3,000","3,000","3,000",10-09-2025
RAJASTHAN,AABU ROAD,RIDGE GOURD (TURAI),"2,900","2,900","2,900",10-09-2025
RAJASTHAN,AJMER F AND V,TINDA,"2,100","2,100","2,102",10-09-2025
RAJASTHAN,AJMER F AND V,GRAPES,"6,000","6,000","6,000",10-09-2025
RAJASTHAN,BHAGAT KI KOTHI,BAJRA,"2,550","2,550","2,550",10-09-2025
RAJASTHAN,BIJAY NAGAR,GUAVA,"2,000","2,000","2,000",10-09-2025
RAJASTHAN,BIJAY NAGAR,BRINJAL,"2,100","2,100","2,100",10-09-2025
RAJASTHAN,BIKANER F AND V,FENUGREEK (HARI METHI),"2,000","2,000","2,000",10-09-2025
RAJASTHAN,BIKANER F AND V,GRAPES,"5,900","5,900","5,900",10-09-2025
RAJASTHAN,BIKANER F AND V,BEETROOT,"2,000","2,000","2,000",10-09-2025
RAJASTHAN,BIKANER F AND V,IVY GOURD (KUNDRU),"1,000","1,000","1,000",10-09-2025
RAJASTHAN,BIKANER F AND V,MINT LEAVES,"2,450","2,450","2,450",10-09-2025
RAJASTHAN,BIKANER F AND V,MUSK MELON,"2,000","2,000","2,000",10-09-2025
RAJASTHAN,BIKANER F AND V,PAPAYA,"3,000","3,000","3,000",10-09-2025
RAJASTHAN,CHAKSU,GUAR SEEDS,"4,700","4,700","4,700",10-09-2025
RAJASTHAN,GOLUWALA,GUAR SEEDS,"4,600","4,600","4,600",10-09-2025
RAJASTHAN,KEKRI,CHANA (BENGAL GRAM),"5,121","5,121","5,121",10-09-2025
RAJASTHAN,KHANPUR,LINSEED,"7,200","7,200","7,200",10-09-2025
RAJASTHAN,PHALODI,GUAR SEEDS,"5,110","5,110","5,110",10-09-2025
RAJASTHAN,RAJSAMAND,SPINACH (PALAK),"1,400","1,400","1,400",10-09-2025
RAJASTHAN,RAJSAMAND,LADY FINGER,"2,300","2,300","2,300",10-09-2025
RAJASTHAN,RAJSAMAND,CAULIFLOWER,"2,300","2,300","2,300",10-09-2025
RAJASTHAN,RAJSAMAND,GREEN CHILLI,"1,300","1,300","1,300",10-09-2025
RAJASTHAN,RAJSAMAND,PUMPKIN,650,650,650,10-09-2025
RAJASTHAN,SADULSHAHAR,CHANA GRAM,"5,200","5,200","5,200",10-09-2025
RAJASTHAN,SIKAR,MINT LEAVES,"3,000","3,000","3,000",10-09-2025
RAJASTHAN,SIKAR,LOBIA PODS,"8,600","8,600","8,600",10-09-2025
RAJASTHAN,SRIKARANPUR,GUAR SEEDS,"4,800","4,800","4,800",10-09-2025
TAMIL NADU,AMMOOR,COPRA_80 KG(TN),"18,000","18,000","18,000",10-09-2025
TAMIL NADU,AVALURPET,NEEM SEED,"3,449","3,449","7,299",10-09-2025
TAMIL NADU,CHETPET,COWPEA WHITE,"6,351","6,351","6,351",10-09-2025
TAMIL NADU,CHETPET,RAGI-LOCAL,"2,830","2,830","2,830",10-09-2025
TAMIL NADU,CHETPET,DRY CHILLY_10 KG(TN),"1,700","23,600","23,600",10-09-2025
TAMIL NADU,CHEYYAR,GREEN GRAM,"7,426","7,598","7,598",10-09-2025
TAMIL NADU,CHEYYAR,CHILLIES,"10,100","10,100","10,100",10-09-2025
TAMIL NADU,CHEYYAR,URAD (BLACK GRAM),"5,698","5,698","5,698",10-09-2025
TAMIL NADU,CHEYYAR,COWPEA RED,"5,746","6,219","6,872",10-09-2025
TAMIL NADU,CUDDALORE OT,GINGELLY_80 KG(TN),"11,048","11,048","11,048",10-09-2025
TAMIL NADU,CUMBUM,COPRA,"18,500","18,500","18,500",10-09-2025
TAMIL NADU,GINGEE,COPRA_80 KG(TN),"14,063","14,063","14,063",10-09-2025
TAMIL NADU,KADAYANALLUR,COCONUT DEHUSKED IN QUINTAL,"6,650","6,650","6,650",10-09-2025
TAMIL NADU,KADAYANALLUR,COPRA,"23,000","23,000","23,000",10-09-2025
TAMIL NADU,KILPENNATHUR,COPRA_80 KG(TN),"14,313","14,313","14,313",10-09-2025
TAMIL NADU,KILPENNATHUR,NEEM SEED,"3,441","3,441","7,069",10-09-2025
TAMIL NADU,KURUNJIPADY,GINGELLY_80 KG(TN),"6,319","6,319","6,319",10-09-2025
TAMIL NADU,MANALURPET,BAJRA,"2,650","2,650","2,650",10-09-2025
TAMIL NADU,PANRUTI,GINGELLY_80 KG(TN),"5,912","5,912","5,912",10-09-2025
TAMIL NADU,POCHAMPALLI,COTTON,"6,000","6,000","6,000",10-09-2025
TAMIL NADU,SRIMUSHNAM,COPRA_80 KG(TN),"14,787","20,362","20,362",10-09-2025
TAMIL NADU,SRIMUSHNAM,GROUNDNUT KERNEL_80 KG(TN),"9,862","9,862","9,862",10-09-2025
TAMIL NADU,THIRUKOVILUR,GREEN GRAM,"6,359","6,359","6,359",10-09-2025
TAMIL NADU,THIRUMANGALAM,CHANA GRAM,"9,800","9,800","9,800",10-09-2025
TAMIL NADU,THIRUMANGALAM,GREEN GRAM,"10,850","10,850","10,850",10-09-2025
TAMIL NADU,THIRUPATHUR,COPRA,"15,000","15,000","15,000",10-09-2025
TAMIL NADU,ULUNDURPETTAI,COWPEA RED,"2,888","2,888","2,888",10-09-2025
TAMIL NADU,VANDAVASI,URAD (BLACK GRAM),"6,033","6,033","6,033",10-09-2025
TAMIL NADU,VELLORE,GINGELLY_80 KG(TN),"8,300","8,300","8,300",10-09-2025
TAMIL NADU,VELLORE,CHILLIES,"9,520","11,269","11,269",10-09-2025
TAMIL NADU,VELLORE,HORSEGRAM,"2,909","2,909","2,909",10-09-2025
TAMIL NADU,VIKIRAVANDI,RAGI-LOCAL,"3,809","3,809","3,809",10-09-2025
TAMIL NADU,VIKIRAVANDI,COPRA_80 KG(TN),"14,629","14,629","14,629",10-09-2025
TAMIL NADU,VIKIRAVANDI,MOTH,"4,169","4,169","4,169",10-09-2025
TELANGANA,BHAINSA,SOYA-YELLOW,"4,343","4,343","4,343",10-09-2025
TELANGANA,JAGTIAL,SESAME SEED,"8,566","8,566","8,566",10-09-2025
TELANGANA,NIZAMABAD,TURMERIC CHURA,"8,000","8,000","8,209",10-09-2025
TELANGANA,SADASIVPET,GREEN GRAM,"5,275","5,275","5,275",10-09-2025
TELANGANA,ZAHEERABAD,SUNFLOWER,"4,650","4,650","4,650",10-09-2025
UTTAR PRADESH,AZAMGARH,BRINJAL,"1,030","1,030","1,030",10-09-2025
UTTAR PRADESH,AZAMGARH,PUMPKIN,"1,020","1,020","1,020",10-09-2025
UTTAR PRADESH,AZAMGARH,LADY FINGER,"1,000","1,000","1,000",10-09-2025
